AdvisoryID,Version,Severity,Description,Link
NCSC-2026-0078,[1.00],[M/H],Kwetsbaarheden verholpen in Kibana,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0078
NCSC-2026-0077,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco Secure Firewall systemen,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0077
