AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0219,[1.00],[M/H],Kwetsbaarheden verholpen in GitHub Enterprise Server,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0219,2026-07-03
NCSC-2026-0220,[1.00],[M/H],Kwetsbaarheden verholpen in Rancher door Rancher Labs,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0220,2026-07-03
