AdvisoryID,Version,Severity,Description,Link
NCSC-2026-0002,[1.00],[M/H],Kwetsbaarheid verholpen in n8n,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0002
NCSC-2026-0001,[1.00],[M/H],Kwetsbaarheden verholpen in Hanwha camera systemen,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0001
