AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0280,[1.00],[M/H],Kwetsbaarheid verholpen in macOS Screen Sharing door Apple,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0280,2026-08-07
NCSC-2026-0279,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco IOS XE Software,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0279,2026-08-07
NCSC-2026-0275,[1.00],[M/H],Kwetsbaarheden verholpen in N-able N-central,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0275,2026-08-07
