AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0383,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle VM VirtualBox,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0383,2026-09-17
NCSC-2026-0382,[1.00],[H/H],Kwetsbaarheden verholpen in Cisco Identity Services Engine (ISE),https://advisories.ncsc.nl/advisory?id=NCSC-2026-0382,2026-09-17
