AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0237,[1.00],[H/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0237,2026-07-21
NCSC-2026-0251,[1.00],[M/H],Kwetsbaarheden verholpen in IBM Langflow OSS,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0251,2026-07-21
