AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0268,[1.00],[M/H],Kwetsbaarheid verholpen in SQLite door SQLite Consortium,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0268,2026-07-29
