AdvisoryID,Version,Severity,Description,Link
NCSC-2026-0004,[1.00],[M/H],Kwetsbaarheden verholpen in Trend Micro Apex Central,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0004
NCSC-2026-0003,[1.00],[M/H],Kwetsbaarheden verholpen in GitLab,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0003
