AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0241,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe ColdFusion,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0241,2026-07-16
