AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0271,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco Secure Firewall Management Center,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0271,2026-07-30
NCSC-2026-0270,[1.00],[M/M],Kwetsbaarheden verholpen in GitLab door GitLab Inc.,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0270,2026-07-30
