AdvisoryID,Version,Severity,Description,Link,ReleaseDate
NCSC-2026-0102,[1.00],[M/H],Kwetsbaarheden verholpen in Apple macOS,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0102,2026-03-25
NCSC-2026-0101,[1.00],[M/H],Kwetsbaarheden verholpen in Apple iOS en iPadOS,https://advisories.ncsc.nl/advisory?id=NCSC-2026-0101,2026-03-25
